erId	pkrgId	name	romDesc	shortDesc	wiredAttrs
932	5690	Ice Picks	Tough Claws + Slush Rush.	Tough Claws + Slush Rush.	MovePowerBoostAbAttr,StatMultiplierAbAttr
933	5691	Hammer Fist	Boosts punch and hammer moves by 25%.	Boosts punch and hammer moves by 25%.	FlagDamageBoostAbAttr,FlagDamageBoostAbAttr
934	5635	Mach 3	Deadly Precision + Slipstream.	Deadly Precision + Slipstream.	AlwaysHitAbAttr,MoveAbilityBypassAbAttr,SpeedBonusToStatAbAttr,SpeedBonusToStatAbAttr
935	5636	Raging Storm	Ups highest attacking stat by 1.5x in rain.	Ups highest attacking stat by 1.5x in rain.	SelfHighestStatMultiplierAbAttr
936	5637	Sumo Guard	Juggernaut + Thick Fat.	Juggernaut + Thick Fat.	SpeedBonusToStatAbAttr,StatusEffectImmunityAbAttrEr,ReceivedTypeDamageMultiplierAbAttr,ReceivedTypeDamageMultiplierAbAttr
937	5638	Sumo Wrestler	Uses 20BP Circle Throw at the end of each 2nd turn.	Uses 20BP Circle Throw at the end of each 2nd turn.	PostTurnScriptedMoveAbAttr
938	5639	Cosmic Wings	Flying moves become Fairy-type.	Flying moves become Fairy-type.	TypeConversionAbAttr
939	5640	Cosmic Dust	Magic Guard + Cosmic Daze.	Magic Guard + Cosmic Daze.	BlockNonDirectDamageAbAttr,ConditionalDamageAbAttr
940	5641	Cool Exit	Uses Chilly Reception at the end of your 2nd turn.	Uses Chilly Reception at the end of your 2nd turn.	PostTurnScriptedMoveAbAttr
941	5642	Devious Present	Boosts Ice and throwing moves by 50%.	Boosts Ice and throwing moves by 50%.	TypeDamageBoostAbAttr,FlagDamageBoostAbAttr
942	5643	Christmas Nightmare	Enemies take 1/8 damage when in hail.	Enemies take 1/8 damage when in hail.	PostTurnHurtNonTypedAbAttr
943	5644	Sap Trap	Lowers foe's speed at the end of turns. At -3 they get trapped.	Lowers foe's speed at the end of turns. At -3 they get trapped.	PostTurnFoeStatDropAbAttr
944	5645	Dead Bark	Adds Ghost type. Takes 15% less damage. 30% less damage if SE.	Adds Ghost type. Takes 15% less damage. 30% less damage if SE.	EntryEffectAbAttr,DamageReductionAbAttr,DamageReductionAbAttr
945	5623	Echolocation	In fog, deal 20% more damage and never miss.	In fog, deal 20% more damage and never miss.	MovePowerBoostAbAttr,ConditionalAlwaysHitAbAttr
946	5624	Massive Pelt	Tangling Hair + Fluffy.	Tangling Hair + Fluffy.	PostDefendStatStageChangeAbAttr,ReceivedMoveDamageMultiplierAbAttr,ReceivedMoveDamageMultiplierAbAttr
947	5646	I Am Steve	Uses No Retreat on entry.	Uses No Retreat on entry.	PostSummonScriptedMoveAbAttr
948	5647	Tangled Tails	Landing contact moves causes the target to always move last regardless of priority, speed, or other effects for 5 turns. Effect does not stack or refresh on already afflicted targets. Trapping moves last 6 turns instead of 4-5 turns and increases their damage at the end of the turn to 1/6 max HP per turn.	Know Your Place + Grappler.	ContactQuashAbAttr,TrapDurationModifierAbAttr
949	5648	Foamy Web	Sets Sticky Web on opponent's field when the user enters battle. Lasts 5 turns and lowers Speed by 1 stage for any grounded Pokemon switching in. Cannot activate if Sticky Web is already present on opponent's field.	Casts an unremovable Sticky Web on entry. Lasts 5 turns.	PostSummonScriptedMoveAbAttr
950	5649	Sharp Talons	Kicking moves have a 50% Bleed chance.	Kicking moves have a 50% Bleed chance.	PostAttackApplyBattlerTagAbAttr
951	5650	Zen Garden	Sets either Grassy or Psychic Terrain on entry with a 50% chance for either. Holding a Grassy Seed will guarantee Grassy Terrain while holding a Psychic Seed will guarantee Psychic Terrain.	Sets up Grassy or Psychic Terrain at random.	EntryEffectAbAttr
952	5651	Tummyache	Thick Fat + Corrosion.	Thick Fat + Corrosion.	ReceivedTypeDamageMultiplierAbAttr,ReceivedTypeDamageMultiplierAbAttr,IgnoreTypeStatusEffectImmunityAbAttr
953	5652	Hypnotic Trance	Hypnosis never misses and also causes Confusion.	Hypnosis never misses and also causes Confusion.	PostAttackApplyBattlerTagAbAttr
954	5653	Brain Overload	When hit, sets up Psychic Terrain.	When hit, sets up Psychic Terrain.	SetTerrainOnHitAbAttr
955	5654	Brain Mass	Halves damage taken while at full HP.	Halves damage taken while at full HP.	DamageReductionAbAttr
956	5655	Chestnut Shield	Impenetrable + Bulletproof	Impenetrable + Bulletproof	BlockNonDirectDamageAbAttr,MoveImmunityAbAttr
957	5656	Chestnut Axe	Keen edge + Grass moves become Keen Edge boosted.	Keen edge + Grass moves become Keen Edge boosted.	FlagDamageBoostAbAttr,MoveTypePowerBoostAbAttr
958	5657	Giant Shuriken	Water Shuriken hits once with 100BP and +1 crit.	Water Shuriken hits once with 100BP and +1 crit.	MovePowerBoostAbAttr,CritStageBonusAbAttr
959	5658	Rain Shroud	Ups evasion by 30% in rain.	Ups evasion by 30% in rain.	WeatherStatMultiplierAbAttr
960	5659	Witch Broom	Hyper Aggressive + Hover.	Hyper Aggressive + Hover.	HitMultiplierAbAttr,HitMultiplierPowerAbAttr,EntryEffectAbAttr,AttackTypeImmunityAbAttr
961	5661	Angelic Wings	Prism Scales + Huge Wings.	Prism Scales + Huge Wings.	DamageReductionAbAttr
962	5662	Wrestle Showman	Flying Press gains +10BP and causes Taunt.	Flying Press gains +10BP and causes Taunt.	MovePowerBoostAbAttr,PostAttackApplyBattlerTagAbAttr
963	5663	Fire Ruler	Boosts Attack and Defense when the user or their ally's stats are lowered. Reduces damage from super-effective attacks by 35%. Multiplicative with other sources of damage reduction.	King's Wrath + Flame Shield	StatTriggerOnStatLoweredAbAttr,DamageReductionAbAttr
964	5686	Chandelier	Illuminate + Pyromancy.	Illuminate + Pyromancy.	ProtectStatAbAttr,DoubleBattleChanceAbAttr,IgnoreOpponentStatStagesAbAttr,StatusChanceMultiplierAbAttr
965	5664	Foggy Eye	While in Fog, boost Ghost moves by 50% and resist Ghost moves.	While in Fog, boost Ghost moves by 50% and resist Ghost moves.	MovePowerBoostAbAttr,DamageReductionAbAttr
966	5665	Toxic Shell	Shell Armor + Poison Point.	Shell Armor + Poison Point.	BlockCritAbAttr,PostDefendContactApplyStatusEffectAbAttr
967	5666	Hand Barnacles	Multi-Headed + Water STAB.	Multi-Headed + Water STAB.	AddSecondStrikeAbAttr,AddSecondStrikeAbAttr,StabAddAbAttr
968	5667	Voltron	Metallic + Battle Armor.	Metallic + Battle Armor.	EntryEffectAbAttr,BlockCritAbAttr
969	5668	Fire's Wrath	Intimidate + Scare; 10% burn chance on non contact moves.	Intimidate + Scare; 10% burn chance on non contact moves.	PostSummonStatStageChangeAbAttr,PostSummonStatStageChangeAbAttr
970	5669	Emperor's Wrath	King's Wrath + Queen's Mourning.	King's Wrath + Queen's Mourning.	StatTriggerOnStatLoweredAbAttr,StatTriggerOnStatLoweredAbAttr
971	5670	Lepidopteran	Swarm + Unaware.	Swarm + Unaware.	LowHpMoveTypePowerBoostAbAttr,IgnoreOpponentStatStagesAbAttr
972	5671	Break it Down	After using an attack, follow up with a 20BP Rapid Spin.	After using an attack, follow up with a 20BP Rapid Spin.	PostAttackScriptedMoveAbAttr
973	5672	Talon Trap	Has a 50% chance to trap the foe when making contact, on either offense or defense, as if by the move Snap Trap. If the user is switching in or gained the ability this turn, such as by mega evolving, the chance is increased to 100%.	50% chance to trap on contact. 100% if entered this turn.	ChanceBattlerTagOnHitAbAttr,ChanceBattlerTagOnAttackAbAttr
974	5673	Backstreet Boy	Striker + Kicking moves are Dance moves and vise-versa.	Striker + Kicking moves are Dance moves and vise-versa.	FlagDamageBoostAbAttr
975	5674	Backflip	After using a Dance move, follow up with a 50BP Chip Away.	After using a Dance move, follow up with a 50BP Chip Away.	PostAttackScriptedMoveAbAttr
976	5675	Crushing Jaw	Strong Jaw + Biting moves have a 50% chance to lower defense.	Strong Jaw + Biting moves have a 50% chance to lower defense.	MovePowerBoostAbAttr
977	5676	Eternal Flower	Reduces the stats of other Megas by 20%.	Reduces the stats of other Megas by 20%.	PersistentFieldAuraAbAttr
978	5677	Nihil Blaster	Aura Break + Mega Launcher.	Aura Break + Mega Launcher.	FieldMoveTypePowerBoostAbAttr,FieldMoveTypePowerBoostAbAttr,PostSummonMessageAbAttr,MovePowerBoostAbAttr
979	5678	Hollow Ice Zone	The user's Ice-type moves apply the Ice Statue status to the target, making them Ice-type with no resistances or frostbite immunity. If Ice Statue is applied the user switches.	Ice-type moves apply Ice Statue and then make the user switch.	PostAttackApplyBattlerTagAbAttr,SelfSwitchOnMoveTypeAbAttr
980	5679	Overcast	Low Visibility + Sets Mist on entry.	Low Visibility + Sets Mist on entry.	EntryEffectAbAttr,PostSummonScriptedMoveAbAttr
981	5680	Cryostasis	Cryomancy + Frostbite causes flinching.	Cryomancy + Frostbite causes flinching.	StatusChanceMultiplierAbAttr,ChanceBattlerTagOnAttackAbAttr
982	5682	Flower Necklace	This Pokémon's SpDef gets a 1.5x boost in Grassy Terrain.	This Pokémon's SpDef gets a 1.5x boost in Grassy Terrain.	StatMultiplierAbAttr
983	5681	Mega Drill	Mighty Horn + all Drill moves are 30% stronger.	Mighty Horn + all Drill moves are 30% stronger.	FlagDamageBoostAbAttr
984	5683	Mucus Membrane	Takes 30% less damage from attacks + Gooey	Takes 30% less damage from attacks + Gooey	PostDefendStatStageChangeAbAttr,DamageReductionAbAttr
985	5684	Lucha Libre	Dazzling + Defiant.	Dazzling + Defiant.	FieldPriorityMoveImmunityAbAttr,PostStatStageChangeStatStageChangeAbAttr
986	5685	Curlipede	Let's Roll + Coil Up	Let's Roll + Coil Up	PostSummonScriptedMoveAbAttr,PriorityModifierAbAttr
987	5660	Storm Cloud	Summon rain on entry for 8 turns. Gain Electric-type STAB.	Summon rain on entry for 8 turns. Gain Electric-type STAB.	EntryEffectAbAttr,EntryEffectAbAttr
988	5687	Waterborne	Aquatic + Adaptability	Aquatic + Adaptability	EntryEffectAbAttr,StabBoostAbAttr
989	5688	Drakelp Head	Weakens first move taken and drops opponent's attack.	Weakens first move taken and drops opponent's attack.	TimeLimitedDamageReductionAbAttr,PostDefendStatStageChangeAbAttr
990	5689	Polarity	Increases the party's highest stat by 30%	Increases the party's highest stat by 30%	PersistentFieldAuraAbAttr
991	5692	Resilience	Heal 1/4 of max HP whenever below 1/2 health	Heal 1/4 of max HP whenever below 1/2 health	PassiveRecoveryAbAttr
992	5693	Going Berserk	Berserk + Rampage	Berserk + Rampage	PostDefendHpGatedStatStageChangeAbAttr,PostVictoryClearTagAbAttr
993	5694	Thunder Clouds	After using a special move, launch a 35 BP Thunderbolt	After using a special move, launch a 35 BP Thunderbolt	PostAttackScriptedMoveAbAttr
994	5695	Unrelenting	All attacking moves can hit 2-5 times	All attacking moves can hit 2-5 times	MaxMultiHitAbAttr
995	5696	Elemental Aegis	Takes 1/2 damage from Fire, Electric and Water-type attacks.	Takes 1/2 damage from Fire, Electric and Water-type attacks.	DamageReductionAbAttr,DamageReductionAbAttr,DamageReductionAbAttr
996	5697	Aegis Ward	Takes 1/2 damage from Dark, Ghost and Psychic-type attacks.	Takes 1/2 damage from Dark, Ghost and Psychic-type attacks.	DamageReductionAbAttr,DamageReductionAbAttr,DamageReductionAbAttr
997	5698	Shattered Armor	Battle Armor + Scrapyard.	Battle Armor + Scrapyard.	BlockCritAbAttr,SetArenaTagOnHitAbAttr
998	5699	Acid Reflux	Uses 20BP Acid when it takes damage.	Uses 20BP Acid when it takes damage.	CounterAttackOnHitAbAttr
999	5700	Ghost Frenzy	Hyper Aggressive + Soul Eater.	Hyper Aggressive + Soul Eater.	HitMultiplierAbAttr,HitMultiplierPowerAbAttr,LifestealOnKoAbAttr
1000	5701	Survivor Bias	Not very effective moves can't cause fainting.	Not very effective moves can't cause fainting.	DamageCapOnResistAbAttr
1001	5702	Bandit	Scavenger + Technician.	Scavenger + Technician.	LifestealOnKoAbAttr,MovePowerBoostAbAttr
1002	5703	Fortress	Filter + Shell Armor.	Filter + Shell Armor.	ReceivedMoveDamageMultiplierAbAttr,BlockCritAbAttr
1003	5704	Bird of Prey	Big Pecks + Scrappy.	Big Pecks + Scrappy.	ProtectStatAbAttr,IgnoreTypeImmunityAbAttr,IntimidateImmunityAbAttr
1004	5705	Feathercoat	Takes 10% less damage from all attacks. Takes 20% less damage from resisted attacks.	Takes 10% less damage from attacks, 20% if resisted.	DamageReductionAbAttr
1005	5706	Power Outage	The first Electric Move will double in damage, but once used will lose its Electric typing.	Boosts first Electric attack by 2x then loses Electric type.	OneShotTypeBoostAbAttr,OneShotTypeBoostFollowupAbAttr
1006	5707	Electro Booster	Uses Magnet Rise on entry.	Uses Magnet Rise on entry.	PostSummonScriptedMoveAbAttr
1007	5708	Current Crash	Reckless + Thundercall.	Reckless + Thundercall.	MovePowerBoostAbAttr,PostAttackScriptedMoveAbAttr
1008	5709	Daredevil	Boosts Attack stat by +1 after using a move that causes recoil damage. Takes 1/2 recoil damage.	+1 Atk after using recoil move. 1/2 recoil damage.	BlockRecoilDamageAttr,StatBoostOnFlagAttackAbAttr
1009	5710	Frost Dragon	Triggers 50 BP Blizzard after using a Dragon or Ice-type move.	Triggers 50 BP Blizzard after using a Dragon or Ice-type move.	PostAttackScriptedMoveAbAttr
1010	5711	Thermal Entropy	Thermal Exchange + Heatproof.	Thermal Exchange + Heatproof.	PostDefendStatStageChangeAbAttr,StatusEffectImmunityAbAttr,PostSummonHealStatusAbAttr,ReceivedTypeDamageMultiplierAbAttr,ReduceBurnDamageAbAttr
1011	5712	Sinister Claws	Keen Edge attacks deal 1.3x damage and become special moves, using Special Attack and hitting Special Defense. They also lower the target's Special Defense by 1 stage (max once per turn per target).	Mystic Blades + Keen Edge moves lower SpDef.	FlagDamageBoostAbAttr,StatChangeOnAttackAbAttr
1012	5713	Petal Shield	Sets Defense to +6 when it enters. After it is hit lowers its Defense by 1 stage. Multi-hit attacks lower Defense multiple times.	Maxes Def on entry. -1 Def when hit.	StatTriggerOnEntryAbAttr,StatTriggerOnHitAbAttr
1013	5714	Mob Boss	Lowers the SpAtk of foes by 2 stages on entry. Changes the user's Normal-type moves to Dark-type. If the user is Dark- type its Dark-type moves have a 10% enrage chance, otherwise it gains Dark STAB.	Terrify + Deviate.	PostSummonStatStageChangeAbAttr,TypeConversionAbAttr,TypeConversionPowerBoostAbAttr
1014	5715	Ghost Pepper	Grass moves have a 30% to cause burn.	Grass moves have a 30% to cause burn.	ChanceStatusOnAttackAbAttr
1015	5716	Droideka	Heatproof + Shell Armor.	Heatproof + Shell Armor.	ReceivedTypeDamageMultiplierAbAttr,ReduceBurnDamageAbAttr,BlockCritAbAttr
1016	5717	3 > 1		Multi-Headed + Riptide	AddSecondStrikeAbAttr,AddSecondStrikeAbAttr,TypeDamageBoostAbAttr
1017	5718	Icicle Fist		Iron Fist + 30% chance to cause frostbite with punches.	MovePowerBoostAbAttr
1018	5719	Abominable Monster		Ups SpDef by 1.5x in hail.	WeatherStatMultiplierAbAttr
1019	5720	Wind Chimes		Amplifier + attacks with 30 BP Hyper Voice when hit.	FlagDamageBoostAbAttr,CounterAttackOnHitAbAttr
1020	5721	Unstable Core		Power Core + Aftermath.	SpeedBonusToStatAbAttr,SpeedBonusToStatAbAttr,PostFaintContactDamageAbAttr
